	PB	66280			6924
	PB	66440			6615
	PB	66680			6679
	PB	66840			6768
	PB	67160			6538
	PB	67240			5857
	PB	67480			7422
	PB	67720			7319
	PB	67960			6451
	PB	68120			6316
	P	68240			2904
	P	68320			2220
	PB	68480			6220
	P	68600			1419
	P	68640			2655
	P	68720			2701
	P	68800			2854
	P	68880			2781
	P	69000			3108
	P	69080			3352
	P	69200			3262
	P	69280			3080
	P	69400			3214
	PB	69560			6555
	P	69680			2554
	P	69760			2800
	P	69840			2768
	P	69920			3107
	P	70040			3156
	P	70120			2703
	P	70200			3225
	P	70320			3385
	P	70440			3091
	P	70520			2811
	PB	70680			6153
	P	70800			2155
	P	70880			2744
	P	70960			2851
	P	71040			3014
	P	71120			2749
	P	71240			7881
	P	71480			2384
	P	71560			2556
	PB	71720			6949
	PB	71960			6033
	PB	72120			6265
	PB	72360			5953
	PB	72440			5618
	P	72600			2892
	P	72680			3893
	P	72800			3157
	P	72880			3277
	P	73000			3374
	P	73120			3020
	PB	73280			6014
	PB	73520			6867
	P	73600			2197
	P	73680			3146
	P	73760			3219
	P	73880			4017
	P	74000			4128
	P	74120			2960
	P	74200			2908
	P	74320			3529
	P	74440			3173
	P	74520			3021
	P	74600			3139
	P	74720			3431
	P	74800			2976
	P	74920			3072
	P	75000			2580
	P	75080			3373
	P	75200			3319
	P	75280			2916
	P	75400			2798
	P	75480			2877
	P	75560			2429
	P	75640			2824
	P	75720			2819
	P	75800			3272
	P	75920			3042
	P	76000			2936
	P	76120			3258
	P	76200			2945
	P	76320			2859
	P	76400			2602
	P	76480			2930
	P	76560			2885
	P	76640			2700
	P	76720			2837
	P	76840			3242
	P	76920			2571
	P	77000			2472
	P	77080			3016
	P	77200			2926
	P	77280			2827
	P	77360			3516
	P	77480			3478
	P	77560			1414
	P	77640			2122
	PB	77720			5933
	P	77880			2309
	P	77960			3168
	P	78040			3482
	P	78160			3239
	P	78240			3417
	P	78360			3536
	P	78480			3198
	P	78560			3043
	P	78680			3455
	P	78760			3429
	P	78880			3095
	P	79000			3204
	P	79080			2756
	P	79160			5770
	P	79360			3266
	P	79440			3393
	P	79560			2847
	P	79640			3046
	P	79720			2984
	P	79840			3180
	P	79920			2883
	P	80040			3238
	P	80120			2909
	P	80200			2953
	P	80320			3241
	P	80400			2844
	P	80480			3178
	P	80600			3042
	PB	80760			6119
	P	80880			2518
	P	80960			2662
	PB	81120			5838
	P	81240			2926
	P	81320			2962
	P	81400			3356
	P	81520			3582
	P	81640			3331
	P	81720			3118
	P	81840			3283
	P	81920			2913
	P	82040			3149
	P	82120			3236
	P	82240			1632
	P	82280			2710
	P	82360			2940
	P	82440			3339
	P	82560			3896
	P	82680			2629
	P	82760			2913
	P	82840			2775
	P	82920			2793
	P	83040			2949
	P	83120			2919
	P	83200			4325
	P	83360			3347
	P	83440			2288
	P	83520			3270
	P	83600			4731
	P	83760			3234
	P	83880			2222
	P	83920			2840
	P	84040			3352
	P	84120			2688
	P	84200			3104
	PB	84440			8632
	P	84600			4117
	P	84720			3092
	P	84800			3118
	P	84920			3366
	P	85000			3221
	P	85120			3307
	P	85200			2971
	P	85320			2824
	P	85400			2725
	P	85480			3069
	P	85560			2975
	P	85680			4641
	P	85800			2177
	P	85880			2843
	PB	86040			6432
	P	86160			2843
	P	86280			3292
	PB	86440			6212
	PB	86680			5931
	PB	86840			5592
	PB	87000			5531
	PB	87160			5852
	PB	87400			6640
	P	87480			2320
	P	87560			5619
	P	87720			2366
	P	87800			2612
	PB	87960			5817
	PB	88200			5715
	PB	88280			4872
	PB	88520			6532
	PB	88680			5418
	PB	88840			5879
	PB	89080			5872
	PB	89160			4589
	PB	89400			6430
	PB	89560			5191
	PB	89720			5640
	PB	89960			5995
	PB	90040			4927
	PB	90280			6800
	PB	90440			5498
	PB	90680			5761
	PB	90760			5388
	PB	91000			6681
	PB	91240			5771
	PB	91320			5125
	PB	91560			6465
	PB	91720			5563
	PB	91960			5931
	PB	92040			5177
	PB	92280			6082
	PB	92440			5489
	P	92520			3455
	P	92640			3236
	PB	92800			5429
	PB	93040			5603
	PB	93120			4991
	P	93240			4659
	P	93400			2654
	PB	93560			5754
	P	93640			2418
	P	93720			3045
	PB	93880			6391
	P	94000			2645
	P	94120			2919
	P	94200			2711
	P	94280			2755
	P	94360			2956
	P	94440			2737
	PB	94680			6418
	PB	94840			5472
	P	94920			2563
	P	95000			2962
	P	95080			2935
	P	95160			3022
	P	95280			2966
	P	95360			3234
	P	95480			3082
	P	95560			2795
	P	95640			2941
	P	95760			3582
	P	95840			4599
	P	96000			2774
	P	96080			2785
	P	96160			3008
	P	96280			3180
	P	96360			3181
	P	96480			3470
	P	96560			2860
	P	96680			3119
	P	96760			2854
	P	96840			2891
	P	96920			3221
	P	97040			3417
	P	97160			3296
	P	97240			2848
	P	97320			3056
	P	97440			3169
	P	97520			2668
	P	97600			2785
	P	97720			3105
	P	97800			3795
	P	97920			2464
	PB	98080			5687
	PB	98240			5806
	PB	98480			5981
	PB	98640			5793
	P	98720			2379
	P	98800			3740
	P	98920			2939
	P	99000			3269
	P	99120			2692
	P	99200			2754
	P	99280			3210
	P	99360			2894
	P	99480			4006
	P	99600			2931
	P	99680			2885
	P	99760			3361
	P	99880			3303
	P	100000			2852
	P	100080			3002
	P	100160			3339
	P	100280			3712
	P	100400			2912
	P	100480			3085
	P	100560			3614
	P	100680			3127
	P	100800			3380
	PB	100960			6522
	P	101080			2657
	P	101160			3001
	P	101280			3418
	P	101360			2362
	P	101440			2683
	P	101520			3088
	P	101640			3525
	P	101760			3232
	P	101840			2724
	P	101920			2958
	P	102040			3208
	P	102120			2988
	P	102200			2921
	P	102320			3034
	P	102400			3380
	P	102520			3479
	P	102600			3203
	P	102720			3224
	P	102800			3152
	P	102920			3378
	P	103040			3243
	P	103120			3050
	P	103200			3078
	P	103320			3165
	P	103400			6448
	P	103600			2265
	PB	103760			5999
	P	103880			2822
	P	103960			3012
	PB	104120			6231
	P	104240			2639
	P	104320			2802
	PB	104480			6071
	P	104600			2863
	P	104680			2651
	P	104800			3388
	P	104880			3288
	P	105000			4053
	P	105120			1892
	PB	105200			6843
	PB	105600			6301
	PB	105680			5876
	PB	105840			6174
	PB	106080			6250
	PB	106240			5997
	PB	106480			6336
	PB	106640			5918
	PB	106800			6758
	PB	107120			5693
	PB	107200			7018
	PB	107440			5778
	PB	107600			6840
	PB	107840			5818
	PB	108000			6867
	PB	108240			5709
	PB	108400			6750
	PB	108640			5826
	PB	108720			6738
	PB	109120			6061
	PB	109200			6865
	PB	109440			5826
	PB	109520			6866
	PB	109920			5888
	PB	110000			5601
	PB	110160			6013
	PB	110320			5897
	PB	110560			5844
	PB	110720			5941
	PB	110880			5845
	PB	111120			5848
	PB	111200			6609
	PB	111600			6106
	PB	111680			5522
	PB	111840			5934
	PB	112000			6311
	PB	112240			6769
	PB	112480			6695
	PB	112640			6628
	PB	112880			6710
	PB	113040			6216
	PB	113280			6592
	PB	113440			6194
	P	113560			2355
	P	113640			3590
	P	113760			2835
	P	113840			3072
	P	113920			2917
	P	114040			3138
	P	114120			3233
	P	114240			3806
	P	114320			2917
	P	114440			2591
	P	114520			2878
	P	114600			2809
	P	114680			2955
	P	114800			3351
	P	114880			2783
	P	114960			3148
	P	115080			5269
	P	115240			2747
	P	115320			3056
	P	115400			3389
	P	115520			3235
	P	115640			3352
	P	115720			3489
	P	115840			3699
	P	115960			3510
	P	116080			2311
	P	116120			2754
	P	116240			4580
	P	116360			2755
	P	116440			3202
	P	116560			3197
	P	116640			3083
	P	116760			2728
	P	116840			2746
	P	116920			3107
	P	117000			5843
	P	117200			3022
	P	117280			2943
	P	117400			3378
	P	117480			3098
	P	117600			3382
	P	117680			3122
	PB	117920			6433
	PB	118080			5855
	PB	118240			6421
	P	118360			3028
	P	118480			2812
	P	118560			2705
	P	118640			2569
	P	118720			3225
	P	118840			3312
	P	118920			3574
	P	119040			3374
	P	119160			3249
	P	119240			3829
	P	119360			3673
	P	119480			3048
	P	119560			2981
	P	119680			3193
	P	119760			2860
	P	119840			3193
	P	119960			4655
	P	120120			3369
	P	120200			2740
	P	120280			2778
	P	120400			2983
	P	120480			3375
	P	120560			3247
	P	120680			2914
	P	120760			2715
	P	120840			3341
	P	120960			2553
	P	121040			3069
	PB	121200			6433
	P	121320			5482
	P	121520			2964
	P	121600			3187
	P	121720			3336
	P	121800			2929
	P	121880			2981
	P	122000			3196
	P	122080			1591
	P	122160			4827
	P	122280			3334
	P	122400			2879
	P	122480			2928
	P	122560			2954
	P	122680			3650
	P	122800			2597
	P	122880			3205
	P	122960			3042
	P	123040			2802
	P	123160			3124
	P	123240			2933
	P	123320			2666
	P	123440			3117
	P	123520			3085
	P	123600			2836
	P	123720			3063
	P	123800			3453
	P	123920			3363
	P	124000			3092
	P	124120			3360
	P	124200			3235
	P	124320			2563
	P	124400			2509
	P	124480			2836
	P	124560			3805
	P	124680			3468
	P	124800			2860
	P	124880			3188
	P	124960			2884
	P	125080			3244
	P	125160			3041
	P	125280			3879
	P	125400			2841
	P	125480			2844
	P	125560			2782
	P	125640			3138
	P	125760			3479
	P	125840			2849
	P	125960			3544
	P	126040			3026
	P	126160			3355
	P	126240			2697
	P	126360			2485
	P	126400			2643
	P	126520			4034
	P	126640			2887
	P	126720			3391
	P	126840			2956
	P	126920			2838
	P	127000			3916
	P	127120			2613
	P	127200			2444
	P	127280			2989
	P	127360			2907
	P	127480			6524
	P	127680			2681
	P	127760			2791
	P	127840			3061
	P	127920			2963
	P	128040			3091
	P	128120			2884
	P	128200			3036
	P	128320			3522
	P	128440			3350
	P	128520			2973
	P	128640			3442
	P	128720			2986
	P	128840			3058
	P	128920			2882
	P	129000			2746
	P	129080			3054
	P	129200			2767
	P	129280			2452
	P	129360			2810
	P	129440			3074
	P	129520			3229
	P	129640			3347
	P	129760			3342
	P	129840			2875
	P	129920			2979
	P	130040			3308
	P	130120			3119
	P	130240			3354
	P	130320			2780
	P	130440			3133
	P	130520			3316
	P	130640			3400
	P	130720			2947
	P	130840			3105
	P	130920			3197
	P	131000			3041
	P	131120			3317
	P	131200			2863
	P	131320			6222
	P	131520			3366
	PB	131680			5832
	P	131800			2489
	P	131880			3204
	P	131960			2802
	P	132040			2877
	P	132160			3603
	P	132240			2690
	P	132360			3030
	P	132440			3188
	P	132520			2809
	P	132640			2916
	P	132720			3089
	P	132800			2473
	P	132880			2810
	P	132960			3124
	P	133080			2840
	P	133160			2794
	PB	133320			5657
	P	133440			2513
	P	133520			2910
	P	133600			3322
	P	133680			2703
	P	133800			2946
	P	133880			2394
	P	133960			2917
	P	134040			2922
	P	134120			2891
	P	134240			2849
	P	134320			3033
	P	134400			3270
	P	134520			2923
	P	134600			2844
	P	134680			3502
	P	134800			3357
	P	134920			3432
	P	135000			3349
	P	135120			3363
	P	135240			2933
	P	135320			2997
	P	135400			2857
	P	135480			2846
	P	135600			5561
	P	135760			2865
	P	135840			2368
	P	135920			2578
	P	136000			2529
	P	136080			2797
	P	136160			2999
	P	136280			2874
	P	136360			2745
	P	136440			2852
	P	136520			2927
	P	136600			3139
	P	136720			3122
	P	136800			2798
	P	136920			3125
	P	137000			3141
	P	137080			3148
	P	137200			3229
	P	137280			2868
	P	137400			3533
	P	137480			3134
	P	137600			3543
	P	137720			3300
	P	137800			3302
	P	137920			3415
	P	138000			3428
	P	138120			3390
	P	138240			3169
	P	138320			2942
	P	138440			2665
	P	138520			2353
	P	138560			2580
	P	138680			5041
	PB	138920			7548
	P	139040			2169
	P	139120			2832
	P	139200			2594
	P	139280			2806
	P	139360			2524
	P	139440			3168
	P	139560			2970
	P	139640			5300
	P	139800			2961
	P	139920			2407
	P	140000			2961
	P	140080			3065
	P	140160			3103
	P	140280			3434
	P	140360			2938
	P	140480			3559
	P	140560			2992
	P	140680			2702
	P	140760			4890
	P	140920			2383
	P	141000			2958
	P	141080			2874
	P	141160			5042
	P	141320			2473
	P	141400			3709
	P	141520			2808
	P	141600			3696
	P	141720			2589
	P	141800			2706
	P	141880			3239
	P	142000			2967
	P	142080			2479
	P	142160			3051
	P	142240			4192
	P	142400			3248
	P	142480			3100
	P	142600			3498
	P	142680			2538
	P	142760			3295
	P	142880			3039
	P	142960			5071
	P	143120			3466
	P	143240			3368
	P	143360			2471
	P	143400			2494
	P	143480			3257
	P	143600			3630
	P	143720			3771
	P	143840			3647
	P	143960			3075
	P	144040			2868
	P	144120			3107
	P	144240			3102
	P	144320			2834
	P	144400			2879
	P	144520			2973
	P	144600			3136
	P	144680			3598
	P	144800			4119
	P	144920			3436
	P	145040			2552
	P	145120			2842
	P	145200			3155
	P	145320			2891
	P	145400			2902
	P	145480			3077
	P	145600			3241
	P	145680			2902
	P	145760			2937
	P	145880			2922
	P	145960			3172
	P	146040			3139
	P	146160			3730
	P	146280			2929
	P	146360			3216
	P	146480			3823
	P	146600			3020
	P	146680			2768
	P	146760			3201
	P	146880			3821
	P	147000			3523
	P	147080			2273
	P	147160			3217
	P	147280			3758
	P	147400			2998
	P	147480			2693
	P	147560			3976
	P	147680			2878
	P	147760			3122
	P	147880			3300
	P	147960			2242
	P	148040			4469
	P	148200			3024
	P	148280			3204
	P	148400			3235
	P	148480			3493
	P	148600			3792
	P	148720			3032
	P	148800			3140
	P	148920			3676
	P	149000			1713
	P	149080			5432
	P	149240			3650
	P	149360			3441
	P	149480			3142
	P	149560			2946
	P	149640			3160
	P	149760			2908
	P	149840			4056
	P	149960			2602
	P	150040			3082
	P	150160			2716
	P	150240			3985
	P	150360			2525
	P	150440			2694
	P	150520			3379
	P	150640			2628
	P	150720			2996
	P	150800			2878
	P	150880			2946
	P	151000			3756
	P	151120			2783
	P	151200			3008
	P	151280			3045
	P	151360			2138
	P	151440			2981
	P	151520			4362
	P	151680			2650
	P	151760			2751
	P	151840			2772
	P	151920			2729
	P	152000			3030
	P	152120			3174
	P	152200			2617
	P	152280			5712
	P	152480			2645
	P	152560			3126
	P	152640			2882
	P	152720			2764
	P	152840			3788
	P	152960			3032
	P	153040			3595
	P	153160			2841
	P	153240			2668
	P	153320			4003
	P	153440			3586
	P	153560			2608
	P	153640			3417
	P	153760			2637
	P	153840			4565
	P	153960			2490
	P	154040			2415
	P	154120			3197
	P	154240			3354
	P	154320			3956
	P	154440			2775
	P	154560			3735
	P	154640			2618
	P	154760			2766
	P	154840			3009
	P	154920			3071
	P	155000			3184
	P	155120			3366
	P	155240			3320
	P	155320			4002
	P	155440			3170
	P	155560			3242
	P	155640			3175
	P	155760			3486
	P	155840			3174
	P	155960			3352
	P	156080			3608
	P	156160			3358
	P	156280			3072
	P	156360			3259
	P	156480			3393
	P	156600			3221
	P	156680			3066
	P	156800			3214
	P	156880			3050
	PB	157040			6163
	P	157160			2832
	P	157240			3177
	P	157360			3223
	P	157440			3017
	P	157560			3170
	P	157640			3182
	P	157760			3146
	P	157840			3044
	PB	158080			6100
	PB	158160			5660
	P	158320			2917
	P	158400			2881
	PB	158560			6013
	P	158680			2693
	P	158760			2909
	PB	158920			5977
	P	159040			2478
	P	159120			3006
	PB	159280			6088
	P	159400			2650
	P	159480			2938
	PB	159640			6029
	P	159760			2605
	P	159840			3013
	P	159960			3036
	P	160040			3140
	PB	160200			6266
	P	160320			2589
	P	160400			2885
	P	160520			3207
	P	160600			2996
	PB	160760			6115
	P	160880			2537
	P	160960			2990
	P	161080			3066
	P	161160			3091
	P	161240			3050
	P	161360			3231
	P	161440			2970
	P	161560			3180
	P	161640			2981
	P	161720			3024
	P	161840			3110
	P	161920			3065
	P	162040			3202
	P	162120			2992
	P	162200			3134
	P	162320			3097
	P	162400			2979
	P	162520			3107
	P	162600			3002
	P	162680			2988
	P	162800			3115
	P	162880			3097
	P	163000			3201
	P	163080			3131
	P	163200			3326
	P	163280			3207
	P	163400			3175
	P	163480			3204
	P	163600			3294
	P	163680			3236
	P	163800			3134
	P	163880			3258
	P	164000			3278
	P	164080			3365
	P	164200			3555
	P	164320			3576
	PB	164480			7081
	P	164640			2500
	P	164720			2702
	P	164800			2892
	P	164880			3001
	P	165000			2857
	P	165080			2595
	PB	165240			5505
	PB	165400			5052
	PB	165560			5460
	P	165640			2216
	P	165720			2818
	PB	165880			5404
	PB	166120			5612
	PB	166200			4817
	P	166320			3137
	P	166400			3180
	PB	166640			6101
	PB	166720			5381
	PB	167040			6841
	PB	167120			5552
	PB	167360			6662
	PB	167600			5717
	PB	167680			5712
	PB	167920			6410
	PB	168080			6021
	PB	168320			5557
	PB	168480			5942
	PB	168640			5889
	P	168760			3572
	P	168880			2202
	PB	168960			5870
	PB	169280			6467
	PB	169360			6399
	PB	169680			6246
	PB	169760			5684
	PB	170000			6697
	PB	170160			6859
	PB	170480			6981
	PB	170560			5506
	PB	170880			7014
	PB	170960			6418
	PB	171280			6909
	PB	171360			5964
	PB	171680			7795
	PB	171840			6314
	PB	172080			6925
	PB	172320			6548
	PB	172480			6883
	PB	172720			7121
	PB	172960			6702
	PB	173120			6079
	PB	173360			7398
	PB	173520			6391
	PB	173760			6677
	PB	174000			6812
	PB	174160			6682
	PB	174400			6494
	PB	174560			6810
	PB	174880			7311
	PB	174960			5858
	PB	175280			6901
	PB	175360			6341
	PB	175680			7407
	PB	175840			6545
	PB	176080			6750
	PB	176240			5885
	P	176360			6897
	P	176560			2757
	P	176640			3315
	P	176760			2946
	PB	176920			5981
	P	177040			2765
	P	177120			3009
	P	177240			3074
	P	177320			2821
	PB	177480			5783
	PB	177720			6399
	PB	177880			5140
	PB	178040			5233
	PB	178200			5998
	PB	178360			6483
	PB	178680			5880
	PB	178760			5421
	PB	178920			6286
	P	179040			2827
	P	179160			5407
	P	179320			2150
	P	179360			2464
	PB	179520			5868
	P	179640			2468
	P	179720			2569
	P	179800			2854
	P	179880			3288
	P	180000			2654
	P	180080			2869
	P	180160			3039
	P	180240			2793
	P	180360			2965
	P	180440			2778
	P	180520			3151
	P	180600			2383
	P	180680			2856
	P	180800			3709
	P	180880			3018
	P	181000			2793
	P	181080			2841
	P	181160			2754
	P	181240			3208
	P	181360			2878
	PB	181520			5582
	PB	181680			5316
	PB	181920			5645
	P	181960			2261
	P	182040			2733
	P	182120			2477
	P	182200			3292
	PB	182360			5817
	PB	182600			5330
	PB	182680			5135
	PB	182920			5617
	P	183000			1895
	P	183040			2596
	P	183120			3089
	P	183200			2941
	P	183320			3049
	P	183400			2711
	PB	183560			5691
	P	183680			3572
	P	183800			2179
	PB	183880			5494
	PB	184200			6745
	PB	184280			5801
	PB	184520			6766
	PB	184760			6532
	PB	184920			6603
	PB	185160			6594
	PB	185320			6626
	PB	185560			6556
	PB	185720			6371
	PB	185960			6568
	P	186040			2469
	P	186120			3500
	P	186240			3202
	P	186360			3171
	PB	186520			6241
	PB	186760			6323
	PB	186920			6114
	PB	187160			6619
	PB	187320			6272
	PB	187560			6534
	PB	187720			6279
	PB	187960			6591
	PB	188120			6290
	P	188240			2807
	P	188320			3095
	PB	188480			6356
	P	188600			2544
	P	188680			3090
	PB	188920			6592
	PB	189080			6071
	PB	189320			6456
	PB	189480			5969
	PB	189640			6249
	P	189760			2871
	P	189880			2966
	P	189960			2903
	P	190040			3186
	P	190160			3336
	P	190240			2944
	P	190360			3489
	P	190440			3011
	P	190560			3202
	P	190640			3028
	P	190720			3180
	P	190840			3305
	P	190960			3304
	P	191040			2929
	P	191120			2894
	P	191240			3135
	P	191320			2917
	P	191400			2987
	P	191520			3017
	P	191600			2896
	P	191680			3118
	P	191800			3302
	P	191880			2996
