1319		I		52800		4044
1320		B		52720		1584
1321		B		52760		1572
1322		P		52920		1864
1323		B		52840		897
1324		B		52880		1203
1325		P		53040		1984
1326		B		52960		1379
1327		B		53000		1430
1328		P		53160		2640
1329		B		53080		1648
1330		B		53120		1408
1331		I		53280		5290
1332		B		53200		1877
1333		B		53240		2085
1334		P		53400		4124
1335		B		53320		2396
1336		B		53360		2379
1337		P		53520		3522
1338		B		53440		2123
1339		B		53480		2293
1340		P		53640		3893
1341		B		53560		2636
1342		B		53600		2543
1343		I		53760		5305
1344		B		53680		2201
1345		B		53720		2399
1346		P		53880		3429
1347		B		53800		2469
1348		B		53840		2839
1349		P		54000		2056
1350		B		53920		3068
1351		B		53960		2267
1352		P		54120		2082
1353		B		54040		1418
1354		B		54080		1513
1355		I		54240		5641
1356		B		54160		2690
1357		B		54200		1755
1358		P		54360		3128
1359		B		54280		1742
1360		B		54320		2169
1361		P		54480		3218
1362		B		54400		1910
1363		B		54440		1962
1364		P		54600		2792
1365		B		54520		1613
1366		B		54560		1555
1367		I		54720		5660
1368		B		54640		1139
1369		B		54680		1076
1370		P		54840		3174
1371		B		54760		1513
1372		B		54800		1632
1373		P		54960		3056
1374		B		54880		1486
1375		B		54920		1389
1376		P		55080		1971
1377		B		55000		1562
1378		B		55040		1533
1379		I		55200		5691
1380		B		55120		2196
1381		B		55160		2783
1382		P		55320		2081
1383		B		55240		1782
1384		B		55280		1625
1385		P		55440		3345
1386		B		55360		2174
1387		B		55400		1302
1388		P		55560		3307
1389		B		55480		3009
1390		B		55520		3071
